,order,family_name,family_description,family_code,code,com_name,sci_name,genus,species
0,Struthioniformes,Struthionidae,Ostriches,struth1,ostric2,Common Ostrich,Struthio camelus,Struthio,camelus
1,Struthioniformes,Struthionidae,Ostriches,struth1,ostric3,Somali Ostrich,Struthio molybdophanes,Struthio,molybdophanes
2,Rheiformes,Rheidae,Rheas,rheida1,grerhe1,Greater Rhea,Rhea americana,Rhea,americana
3,Rheiformes,Rheidae,Rheas,rheida1,lesrhe2,Lesser Rhea,Rhea pennata,Rhea,pennata
4,Tinamiformes,Tinamidae,Tinamous,tinami1,tabtin1,Tawny-breasted Tinamou,Nothocercus julius,Nothocercus,julius
5,Tinamiformes,Tinamidae,Tinamous,tinami1,higtin1,Highland Tinamou,Nothocercus bonapartei,Nothocercus,bonapartei
6,Tinamiformes,Tinamidae,Tinamous,tinami1,hootin1,Hooded Tinamou,Nothocercus nigrocapillus,Nothocercus,nigrocapillus
7,Tinamiformes,Tinamidae,Tinamous,tinami1,grytin1,Gray Tinamou,Tinamus tao,Tinamus,tao
8,Tinamiformes,Tinamidae,Tinamous,tinami1,soltin1,Solitary Tinamou,Tinamus solitarius,Tinamus,solitarius
9,Tinamiformes,Tinamidae,Tinamous,tinami1,blatin1,Black Tinamou,Tinamus osgoodi,Tinamus,osgoodi
10,Tinamiformes,Tinamidae,Tinamous,tinami1,gretin1,Great Tinamou,Tinamus major,Tinamus,major
11,Tinamiformes,Tinamidae,Tinamous,tinami1,whttin1,White-throated Tinamou,Tinamus guttatus,Tinamus,guttatus
12,Tinamiformes,Tinamidae,Tinamous,tinami1,cintin1,Cinereous Tinamou,Crypturellus cinereus,Crypturellus,cinereus
13,Tinamiformes,Tinamidae,Tinamous,tinami1,bertin1,Berlepsch's Tinamou,Crypturellus berlepschi,Crypturellus,berlepschi
14,Tinamiformes,Tinamidae,Tinamous,tinami1,littin1,Little Tinamou,Crypturellus soui,Crypturellus,soui
15,Tinamiformes,Tinamidae,Tinamous,tinami1,teptin1,Tepui Tinamou,Crypturellus ptaritepui,Crypturellus,ptaritepui
16,Tinamiformes,Tinamidae,Tinamous,tinami1,brotin1,Brown Tinamou,Crypturellus obsoletus,Crypturellus,obsoletus
17,Tinamiformes,Tinamidae,Tinamous,tinami1,undtin1,Undulated Tinamou,Crypturellus undulatus,Crypturellus,undulatus
18,Tinamiformes,Tinamidae,Tinamous,tinami1,pabtin1,Pale-browed Tinamou,Crypturellus transfasciatus,Crypturellus,transfasciatus
19,Tinamiformes,Tinamidae,Tinamous,tinami1,bratin1,Brazilian Tinamou,Crypturellus strigulosus,Crypturellus,strigulosus
20,Tinamiformes,Tinamidae,Tinamous,tinami1,gyltin1,Gray-legged Tinamou,Crypturellus duidae,Crypturellus,duidae
21,Tinamiformes,Tinamidae,Tinamous,tinami1,reltin1,Red-legged Tinamou,Crypturellus erythropus,Crypturellus,erythropus
22,Tinamiformes,Tinamidae,Tinamous,tinami1,yeltin1,Yellow-legged Tinamou,Crypturellus noctivagus,Crypturellus,noctivagus
23,Tinamiformes,Tinamidae,Tinamous,tinami1,blctin1,Black-capped Tinamou,Crypturellus atrocapillus,Crypturellus,atrocapillus
24,Tinamiformes,Tinamidae,Tinamous,tinami1,slbtin1,Slaty-breasted Tinamou,Crypturellus boucardi,Crypturellus,boucardi
25,Tinamiformes,Tinamidae,Tinamous,tinami1,chotin1,Choco Tinamou,Crypturellus kerriae,Crypturellus,kerriae
26,Tinamiformes,Tinamidae,Tinamous,tinami1,vartin1,Variegated Tinamou,Crypturellus variegatus,Crypturellus,variegatus
27,Tinamiformes,Tinamidae,Tinamous,tinami1,thitin1,Thicket Tinamou,Crypturellus cinnamomeus,Crypturellus,cinnamomeus
28,Tinamiformes,Tinamidae,Tinamous,tinami1,rustin1,Rusty Tinamou,Crypturellus brevirostris,Crypturellus,brevirostris
29,Tinamiformes,Tinamidae,Tinamous,tinami1,bartin2,Bartlett's Tinamou,Crypturellus bartletti,Crypturellus,bartletti
30,Tinamiformes,Tinamidae,Tinamous,tinami1,smbtin1,Small-billed Tinamou,Crypturellus parvirostris,Crypturellus,parvirostris
31,Tinamiformes,Tinamidae,Tinamous,tinami1,bartin1,Barred Tinamou,Crypturellus casiquiare,Crypturellus,casiquiare
32,Tinamiformes,Tinamidae,Tinamous,tinami1,tattin1,Tataupa Tinamou,Crypturellus tataupa,Crypturellus,tataupa
33,Tinamiformes,Tinamidae,Tinamous,tinami1,rewtin1,Red-winged Tinamou,Rhynchotus rufescens,Rhynchotus,rufescens
34,Tinamiformes,Tinamidae,Tinamous,tinami1,huatin1,Huayco Tinamou,Rhynchotus maculicollis,Rhynchotus,maculicollis
35,Tinamiformes,Tinamidae,Tinamous,tinami1,tactin1,Taczanowski's Tinamou,Nothoprocta taczanowskii,Nothoprocta,taczanowskii
36,Tinamiformes,Tinamidae,Tinamous,tinami1,orntin1,Ornate Tinamou,Nothoprocta ornata,Nothoprocta,ornata
37,Tinamiformes,Tinamidae,Tinamous,tinami1,chitin1,Chilean Tinamou,Nothoprocta perdicaria,Nothoprocta,perdicaria
38,Tinamiformes,Tinamidae,Tinamous,tinami1,brutin1,Brushland Tinamou,Nothoprocta cinerascens,Nothoprocta,cinerascens
39,Tinamiformes,Tinamidae,Tinamous,tinami1,andtin1,Andean Tinamou,Nothoprocta pentlandii,Nothoprocta,pentlandii
40,Tinamiformes,Tinamidae,Tinamous,tinami1,cubtin1,Curve-billed Tinamou,Nothoprocta curvirostris,Nothoprocta,curvirostris
41,Tinamiformes,Tinamidae,Tinamous,tinami1,whbnot1,White-bellied Nothura,Nothura boraquira,Nothura,boraquira
42,Tinamiformes,Tinamidae,Tinamous,tinami1,lesnot1,Lesser Nothura,Nothura minor,Nothura,minor
43,Tinamiformes,Tinamidae,Tinamous,tinami1,darnot1,Darwin's Nothura,Nothura darwinii,Nothura,darwinii
44,Tinamiformes,Tinamidae,Tinamous,tinami1,sponot1,Spotted Nothura,Nothura maculosa,Nothura,maculosa
45,Tinamiformes,Tinamidae,Tinamous,tinami1,dwatin1,Dwarf Tinamou,Taoniscus nanus,Taoniscus,nanus
46,Tinamiformes,Tinamidae,Tinamous,tinami1,elctin1,Elegant Crested-Tinamou,Eudromia elegans,Eudromia,elegans
47,Tinamiformes,Tinamidae,Tinamous,tinami1,quctin1,Quebracho Crested-Tinamou,Eudromia formosa,Eudromia,formosa
48,Tinamiformes,Tinamidae,Tinamous,tinami1,puntin1,Puna Tinamou,Tinamotis pentlandii,Tinamotis,pentlandii
49,Tinamiformes,Tinamidae,Tinamous,tinami1,pattin1,Patagonian Tinamou,Tinamotis ingoufi,Tinamotis,ingoufi
50,Casuariiformes,Casuariidae,Cassowaries and Emu,casuar1,soucas1,Southern Cassowary,Casuarius casuarius,Casuarius,casuarius
51,Casuariiformes,Casuariidae,Cassowaries and Emu,casuar1,dwacas1,Dwarf Cassowary,Casuarius bennetti,Casuarius,bennetti
52,Casuariiformes,Casuariidae,Cassowaries and Emu,casuar1,norcas1,Northern Cassowary,Casuarius unappendiculatus,Casuarius,unappendiculatus
53,Casuariiformes,Casuariidae,Cassowaries and Emu,casuar1,emu1,Emu,Dromaius novaehollandiae,Dromaius,novaehollandiae
54,Apterygiformes,Apterygidae,Kiwis,aptery1,sobkiw1,Southern Brown Kiwi,Apteryx australis,Apteryx,australis
55,Apterygiformes,Apterygidae,Kiwis,aptery1,okbkiw1,Okarito Brown Kiwi,Apteryx rowi,Apteryx,rowi
56,Apterygiformes,Apterygidae,Kiwis,aptery1,nibkiw1,North Island Brown Kiwi,Apteryx mantelli,Apteryx,mantelli
57,Apterygiformes,Apterygidae,Kiwis,aptery1,liskiw1,Little Spotted Kiwi,Apteryx owenii,Apteryx,owenii
58,Apterygiformes,Apterygidae,Kiwis,aptery1,grskiw1,Great Spotted Kiwi,Apteryx haastii,Apteryx,haastii
59,Anseriformes,Anhimidae,Screamers,anhimi1,horscr1,Horned Screamer,Anhima cornuta,Anhima,cornuta
60,Anseriformes,Anhimidae,Screamers,anhimi1,souscr1,Southern Screamer,Chauna torquata,Chauna,torquata
61,Anseriformes,Anhimidae,Screamers,anhimi1,norscr1,Northern Screamer,Chauna chavaria,Chauna,chavaria
62,Anseriformes,Anseranatidae,Magpie Goose,ansera1,maggoo1,Magpie Goose,Anseranas semipalmata,Anseranas,semipalmata
63,Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",anatid1,spwduc1,Spotted Whistling-Duck,Dendrocygna guttata,Dendrocygna,guttata
64,Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",anatid1,plwduc1,Plumed Whistling-Duck,Dendrocygna eytoni,Dendrocygna,eytoni
65,Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",anatid1,wfwduc1,White-faced Whistling-Duck,Dendrocygna viduata,Dendrocygna,viduata
66,Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",anatid1,bbwduc,Black-bellied Whistling-Duck,Dendrocygna autumnalis,Dendrocygna,autumnalis
67,Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",anatid1,wiwduc1,West Indian Whistling-Duck,Dendrocygna arborea,Dendrocygna,arborea
68,Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",anatid1,fuwduc,Fulvous Whistling-Duck,Dendrocygna bicolor,Dendrocygna,bicolor
69,Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",anatid1,wawduc1,Wandering Whistling-Duck,Dendrocygna arcuata,Dendrocygna,arcuata
70,Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",anatid1,lewduc1,Lesser Whistling-Duck,Dendrocygna javanica,Dendrocygna,javanica
71,Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",anatid1,whbduc1,White-backed Duck,Thalassornis leuconotus,Thalassornis,leuconotus
72,Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",anatid1,bahgoo,Bar-headed Goose,Anser indicus,Anser,indicus
73,Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",anatid1,empgoo,Emperor Goose,Anser canagicus,Anser,canagicus
74,Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",anatid1,snogoo,Snow Goose,Anser caerulescens,Anser,caerulescens
75,Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",anatid1,rosgoo,Ross's Goose,Anser rossii,Anser,rossii
76,Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",anatid1,gragoo,Graylag Goose,Anser anser,Anser,anser
77,Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",anatid1,swagoo1,Swan Goose,Anser cygnoides,Anser,cygnoides
78,Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",anatid1,gwfgoo,Greater White-fronted Goose,Anser albifrons,Anser,albifrons
79,Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",anatid1,lwfgoo,Lesser White-fronted Goose,Anser erythropus,Anser,erythropus
80,Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",anatid1,taibeg1,Taiga Bean-Goose,Anser fabalis,Anser,fabalis
81,Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",anatid1,tunbeg1,Tundra Bean-Goose,Anser serrirostris,Anser,serrirostris
82,Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",anatid1,pifgoo,Pink-footed Goose,Anser brachyrhynchus,Anser,brachyrhynchus
83,Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",anatid1,brant,Brant,Branta bernicla,Branta,bernicla
84,Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",anatid1,bargoo,Barnacle Goose,Branta leucopsis,Branta,leucopsis
85,Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",anatid1,cacgoo1,Cackling Goose,Branta hutchinsii,Branta,hutchinsii
86,Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",anatid1,cangoo,Canada Goose,Branta canadensis,Branta,canadensis
87,Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",anatid1,hawgoo,Hawaiian Goose,Branta sandvicensis,Branta,sandvicensis
88,Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",anatid1,rebgoo1,Red-breasted Goose,Branta ruficollis,Branta,ruficollis
89,Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",anatid1,cabgoo1,Cape Barren Goose,Cereopsis novaehollandiae,Cereopsis,novaehollandiae
90,Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",anatid1,freduc1,Freckled Duck,Stictonetta naevosa,Stictonetta,naevosa
91,Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",anatid1,buwgoo1,Blue-winged Goose,Cyanochen cyanoptera,Cyanochen,cyanoptera
92,Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",anatid1,mutswa,Mute Swan,Cygnus olor,Cygnus,olor
93,Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",anatid1,blkswa,Black Swan,Cygnus atratus,Cygnus,atratus
94,Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",anatid1,blnswa2,Black-necked Swan,Cygnus melancoryphus,Cygnus,melancoryphus
95,Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",anatid1,truswa,Trumpeter Swan,Cygnus buccinator,Cygnus,buccinator
96,Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",anatid1,tunswa,Tundra Swan,Cygnus columbianus,Cygnus,columbianus
97,Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",anatid1,whoswa,Whooper Swan,Cygnus cygnus,Cygnus,cygnus
98,Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",anatid1,cosswa1,Coscoroba Swan,Coscoroba coscoroba,Coscoroba,coscoroba
99,Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",anatid1,comduc2,Knob-billed Duck,Sarkidiornis melanotos,Sarkidiornis,melanotos
100,Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",anatid1,comduc3,Comb Duck,Sarkidiornis sylvicola,Sarkidiornis,sylvicola
101,Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",anatid1,harduc1,Hartlaub's Duck,Pteronetta hartlaubii,Pteronetta,hartlaubii
102,Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",anatid1,origoo1,Orinoco Goose,Oressochen jubatus,Oressochen,jubatus
103,Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",anatid1,andgoo1,Andean Goose,Oressochen melanopterus,Oressochen,melanopterus
104,Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",anatid1,uplgoo1,Upland Goose,Chloephaga picta,Chloephaga,picta
105,Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",anatid1,kelgoo1,Kelp Goose,Chloephaga hybrida,Chloephaga,hybrida
106,Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",anatid1,ashgoo1,Ashy-headed Goose,Chloephaga poliocephala,Chloephaga,poliocephala
107,Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",anatid1,ruhgoo1,Ruddy-headed Goose,Chloephaga rubidiceps,Chloephaga,rubidiceps
108,Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",anatid1,radshe1,Radjah Shelduck,Radjah radjah,Radjah,radjah
109,Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",anatid1,egygoo,Egyptian Goose,Alopochen aegyptiaca,Alopochen,aegyptiaca
110,Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",anatid1,maushe1,Mauritius Shelduck,Alopochen mauritiana,Alopochen,mauritiana
111,Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",anatid1,reushe1,Reunion Shelduck,Alopochen kervazoi,Alopochen,kervazoi
112,Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",anatid1,rudshe,Ruddy Shelduck,Tadorna ferruginea,Tadorna,ferruginea
113,Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",anatid1,soashe1,South African Shelduck,Tadorna cana,Tadorna,cana
114,Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",anatid1,ausshe1,Australian Shelduck,Tadorna tadornoides,Tadorna,tadornoides
115,Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",anatid1,parshe1,Paradise Shelduck,Tadorna variegata,Tadorna,variegata
116,Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",anatid1,comshe,Common Shelduck,Tadorna tadorna,Tadorna,tadorna
117,Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",anatid1,creshe1,Crested Shelduck,Tadorna cristata,Tadorna,cristata
118,Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",anatid1,spwgoo1,Spur-winged Goose,Plectropterus gambensis,Plectropterus,gambensis
119,Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",anatid1,flystd1,Flying Steamer-Duck,Tachyeres patachonicus,Tachyeres,patachonicus
120,Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",anatid1,flistd1,Flightless Steamer-Duck,Tachyeres pteneres,Tachyeres,pteneres
121,Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",anatid1,falstd1,Falkland Steamer-Duck,Tachyeres brachypterus,Tachyeres,brachypterus
122,Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",anatid1,whhstd1,White-headed Steamer-Duck,Tachyeres leucocephalus,Tachyeres,leucocephalus
123,Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",anatid1,creduc1,Crested Duck,Lophonetta specularioides,Lophonetta,specularioides
124,Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",anatid1,speduc2,Spectacled Duck,Speculanas specularis,Speculanas,specularis
125,Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",anatid1,musduc,Muscovy Duck,Cairina moschata,Cairina,moschata
126,Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",anatid1,grnpyg1,Green Pygmy-Goose,Nettapus pulchellus,Nettapus,pulchellus
127,Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",anatid1,copgoo1,Cotton Pygmy-Goose,Nettapus coromandelianus,Nettapus,coromandelianus
128,Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",anatid1,afrpyg1,African Pygmy-Goose,Nettapus auritus,Nettapus,auritus
129,Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",anatid1,rintea1,Ringed Teal,Callonetta leucophrys,Callonetta,leucophrys
130,Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",anatid1,wooduc,Wood Duck,Aix sponsa,Aix,sponsa
131,Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",anatid1,manduc,Mandarin Duck,Aix galericulata,Aix,galericulata
132,Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",anatid1,manduc1,Maned Duck,Chenonetta jubata,Chenonetta,jubata
133,Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",anatid1,finduc1,Finsch's Duck,Chenonetta finschi,Chenonetta,finschi
134,Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",anatid1,bratea1,Brazilian Teal,Amazonetta brasiliensis,Amazonetta,brasiliensis
135,Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",anatid1,bluduc1,Blue Duck,Hymenolaimus malacorhynchos,Hymenolaimus,malacorhynchos
136,Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",anatid1,torduc1,Torrent Duck,Merganetta armata,Merganetta,armata
137,Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",anatid1,saltea1,Salvadori's Teal,Salvadorina waigiuensis,Salvadorina,waigiuensis
138,Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",anatid1,baitea,Baikal Teal,Sibirionetta formosa,Sibirionetta,formosa
139,Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",anatid1,gargan,Garganey,Spatula querquedula,Spatula,querquedula
140,Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",anatid1,hottea1,Hottentot Teal,Spatula hottentota,Spatula,hottentota
141,Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",anatid1,siltea1,Silver Teal,Spatula versicolor,Spatula,versicolor
142,Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",anatid1,puntea1,Puna Teal,Spatula puna,Spatula,puna
143,Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",anatid1,buwtea,Blue-winged Teal,Spatula discors,Spatula,discors
144,Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",anatid1,cintea,Cinnamon Teal,Spatula cyanoptera,Spatula,cyanoptera
145,Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",anatid1,redsho1,Red Shoveler,Spatula platalea,Spatula,platalea
146,Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",anatid1,capsho1,Cape Shoveler,Spatula smithii,Spatula,smithii
147,Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",anatid1,aussho1,Australian Shoveler,Spatula rhynchotis,Spatula,rhynchotis
148,Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",anatid1,norsho,Northern Shoveler,Spatula clypeata,Spatula,clypeata
149,Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",anatid1,gadwal,Gadwall,Mareca strepera,Mareca,strepera
150,Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",anatid1,falduc,Falcated Duck,Mareca falcata,Mareca,falcata
151,Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",anatid1,eurwig,Eurasian Wigeon,Mareca penelope,Mareca,penelope
152,Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",anatid1,amewig,American Wigeon,Mareca americana,Mareca,americana
153,Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",anatid1,chiwig1,Chiloe Wigeon,Mareca sibilatrix,Mareca,sibilatrix
154,Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",anatid1,amsduc1,Amsterdam Duck,Mareca marecula,Mareca,marecula
155,Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",anatid1,afbduc1,African Black Duck,Anas sparsa,Anas,sparsa
156,Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",anatid1,yebduc1,Yellow-billed Duck,Anas undulata,Anas,undulata
157,Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",anatid1,melduc1,Meller's Duck,Anas melleri,Anas,melleri
158,Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",anatid1,pabduc1,Pacific Black Duck,Anas superciliosa,Anas,superciliosa
159,Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",anatid1,layduc,Laysan Duck,Anas laysanensis,Anas,laysanensis
160,Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",anatid1,hawduc,Hawaiian Duck,Anas wyvilliana,Anas,wyvilliana
161,Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",anatid1,phiduc1,Philippine Duck,Anas luzonica,Anas,luzonica
162,Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",anatid1,isbduc1,Indian Spot-billed Duck,Anas poecilorhyncha,Anas,poecilorhyncha
163,Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",anatid1,spbduc,Eastern Spot-billed Duck,Anas zonorhyncha,Anas,zonorhyncha
164,Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",anatid1,mallar3,Mallard,Anas platyrhynchos,Anas,platyrhynchos
165,Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",anatid1,mexduc,Mexican Duck,Anas diazi,Anas,diazi
166,Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",anatid1,ambduc,American Black Duck,Anas rubripes,Anas,rubripes
167,Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",anatid1,motduc,Mottled Duck,Anas fulvigula,Anas,fulvigula
168,Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",anatid1,captea1,Cape Teal,Anas capensis,Anas,capensis
169,Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",anatid1,whcpin,White-cheeked Pintail,Anas bahamensis,Anas,bahamensis
170,Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",anatid1,rebduc1,Red-billed Duck,Anas erythrorhyncha,Anas,erythrorhyncha
171,Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",anatid1,norpin,Northern Pintail,Anas acuta,Anas,acuta
172,Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",anatid1,eatpin1,Eaton's Pintail,Anas eatoni,Anas,eatoni
173,Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",anatid1,yebpin1,Yellow-billed Pintail,Anas georgica,Anas,georgica
174,Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",anatid1,gnwtea,Green-winged Teal,Anas crecca,Anas,crecca
175,Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",anatid1,spetea3,Andean Teal,Anas andium,Anas,andium
176,Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",anatid1,yebtea1,Yellow-billed Teal,Anas flavirostris,Anas,flavirostris
177,Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",anatid1,mauduc1,Mauritius Duck,Anas theodori,Anas,theodori
178,Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",anatid1,andtea1,Andaman Teal,Anas albogularis,Anas,albogularis
179,Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",anatid1,suntea1,Sunda Teal,Anas gibberifrons,Anas,gibberifrons
180,Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",anatid1,gretea1,Gray Teal,Anas gracilis,Anas,gracilis
181,Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",anatid1,chetea1,Chestnut Teal,Anas castanea,Anas,castanea
182,Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",anatid1,bertea1,Bernier's Teal,Anas bernieri,Anas,bernieri
183,Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",anatid1,auitea1,Auckland Islands Teal,Anas aucklandica,Anas,aucklandica
184,Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",anatid1,caitea1,Campbell Islands Teal,Anas nesiotis,Anas,nesiotis
185,Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",anatid1,brotea1,Brown Teal,Anas chlorotis,Anas,chlorotis
186,Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",anatid1,pieduc1,Pink-eared Duck,Malacorhynchus membranaceus,Malacorhynchus,membranaceus
187,Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",anatid1,martea1,Marbled Teal,Marmaronetta angustirostris,Marmaronetta,angustirostris
188,Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",anatid1,pihduc1,Pink-headed Duck,Rhodonessa caryophyllacea,Rhodonessa,caryophyllacea
189,Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",anatid1,whwduc1,White-winged Duck,Asarcornis scutulata,Asarcornis,scutulata
190,Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",anatid1,recpoc,Red-crested Pochard,Netta rufina,Netta,rufina
191,Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",anatid1,soupoc1,Southern Pochard,Netta erythrophthalma,Netta,erythrophthalma
192,Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",anatid1,robpoc1,Rosy-billed Pochard,Netta peposaca,Netta,peposaca
193,Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",anatid1,canvas,Canvasback,Aythya valisineria,Aythya,valisineria
194,Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",anatid1,redhea,Redhead,Aythya americana,Aythya,americana
195,Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",anatid1,compoc,Common Pochard,Aythya ferina,Aythya,ferina
